시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,보관대수,설치연도,설치형태,차양막 설치여부,공기주입기 비치여부,공기주입기 유형,수리대 설치여부,관리기관 전화번호,관리기관명,데이터갱신일자,업태구분명,위도,경도
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,자전거보관소,렉스타운 앞,CVNTL_24_41290_00191,,경기도 과천시 별양상가1로 25,경기도 과천시 별양동 1-10,20,"2008",거치형,N,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4282720000,126.9925460000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,자전거보관소,문원초등학교 정문,CVNTL_24_41290_00194,,경기도 과천시 코오롱로 53,경기도 과천시 별양동 16,50,"2008",거치형,N,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4238620000,126.9943700000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,자전거보관소,"6단지와 별양동주택 사잇길",CVNTL_24_41290_00196,,"",경기도 과천시 별양동 56,118,"2008",거치형,N,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4283750000,126.9942200000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,자전거보관소,교보생명~국민은행,CVNTL_24_41290_00210,,경기도 과천시 별양상가1로 27-1,경기도 과천시 별양동 1-27,30,"2008",거치형,Y,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4273220000,126.9924850000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,자전거보관소,"도립도서관 어린이실 앞, 옆",CVNTL_24_41290_00197,,경기도 과천시 도서관길 36,경기도 과천시 별양동 2,62,"2008",거치형,Y,Y,태양광식,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4322170000,126.9964750000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,자전거보관소,과천역 5번 출구,CVNTL_24_41290_00199,,경기도 과천시 도서관길 36,경기도 과천시 별양동 2,41,"2008",거치형,Y,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4322170000,126.9964750000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,자전거보관소,굴다리시장 입구,CVNTL_24_41290_00195,,"",경기도 과천시 별양동 56,70,"2008",거치형,N,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4283750000,126.9942200000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,자전거보관소,국민은행(유니온빌딩)옆,CVNTL_24_41290_00211,,경기도 과천시 별양상가3로 5,경기도 과천시 별양동 1-20,10,"2008",거치형,N,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4266550000,126.9911600000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,한대앞역 2번출구 헌혈의집 옆,CVNTL_24_41271_02723,,경기도 안산시 상록구 충장로 337,경기도 안산시 상록구 이동 211-5,110,"",거치형,Y,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3102650000,126.8535000000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,한대앞역 2번출구 헌혈의집 옆,CVNTL_24_41271_02724,,경기도 안산시 상록구 충장로 337,경기도 안산시 상록구 이동 211-5,20,"",거치형,N,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3102650000,126.8535000000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,한대앞역 2번출구 광장 버스정류장 뒤,CVNTL_24_41271_02725,,경기도 안산시 상록구 충장로 337,경기도 안산시 상록구 이동 211-5,30,"",거치형,Y,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3102650000,126.8535000000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,한대앞역 1번출구 페달로옆,CVNTL_24_41271_02726,,경기도 안산시 상록구 충장로 337,경기도 안산시 상록구 이동 211-5,10,"",거치형,N,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3102650000,126.8535000000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,한대앞역 1번출구 농수산물 맞은편 주차장,CVNTL_24_41271_02727,,경기도 안산시 상록구 충장로 337,경기도 안산시 상록구 이동 211-5,10,"",거치형,N,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3102650000,126.8535000000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,한대앞역 1번출구 농수산물 맞은편 주차장,CVNTL_24_41271_02728,,경기도 안산시 상록구 충장로 337,경기도 안산시 상록구 이동 211-5,10,"",휀스형,Y,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3102650000,126.8535000000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,식물원 정자옆,CVNTL_24_41271_02763,,경기도 안산시 상록구 성호로 113,경기도 안산시 상록구 이동 615,10,"",휀스형,Y,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3139040000,126.8609200000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,성호기념관,CVNTL_24_41271_02764,,경기도 안산시 상록구 성호로 113,경기도 안산시 상록구 이동 615,17,"",휀스형,Y,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3139040000,126.8609200000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,이동주민센터,CVNTL_24_41271_02765,,경기도 안산시 상록구 이동로 46,경기도 안산시 상록구 이동 578-12,40,"",거치형,Y,Y,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3053860000,126.8607560000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,자전거보관소,로데오거리 코로스프라자 옆,CVNTL_24_41271_02766,,경기도 안산시 상록구 광덕1로 370,경기도 안산시 상록구 이동 716-8,20,"",거치형,N,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3076170000,126.8510000000
경기도,고양시 일산동구,성석동,"41285113",생활편의형SOC,CVNTL,자전거보관소,성석동 2185-1 정류장,CVNTL_24_41285_00123,,경기도 고양시 일산동구 고봉로 547,경기도 고양시 일산동구 성석동 2185,20,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.7071650000,126.7830000000
경기도,고양시 일산동구,성석동,"41285113",생활편의형SOC,CVNTL,자전거보관소,성석동 1560-1 정류장(마골오거리),CVNTL_24_41285_00122,,경기도 고양시 일산동구 성현로 207,경기도 고양시 일산동구 성석동 498-4,20,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.7086830000,126.8090740000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,하수과,CVNTL_24_41310_00406,,경기도 구리시 검배로 200,경기도 구리시 수택동 89,18,"",거치형,Y,N,"",N,"031-550-8427",구리시청,2022-07-11,,37.5918580000,127.1599300000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,부양공원,CVNTL_24_41310_00303,,경기도 구리시 체육관로74번길 62,경기도 구리시 수택동 854-1,56,"",거치형,N,Y,기계식,N,"031-550-2876",구리시청,2022-07-11,,37.5907250000,127.1415400000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,자전거 수리센터,CVNTL_24_41310_00305,,"",경기도 구리시 수택동 319,50,"2018",거치형,N,N,"",N,"031-550-2176",구리시청,2022-07-11,,37.5969850000,127.1522300000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,수택1동 정류장앞,CVNTL_24_41310_00308,,경기도 구리시 검배로 95,경기도 구리시 수택동 287-3,7,"",거치형,N,N,"",N,"031-550-2876",구리시청,2022-07-11,,37.5949670000,127.1487200000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,신안빌딩 건너편,CVNTL_24_41310_00309,,경기도 구리시 체육관로80번길 42,경기도 구리시 수택동 849-4,7,"",거치형,N,N,"",N,"031-550-2876",구리시청,2022-07-11,,37.5916300000,127.1403900000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,수택2동사무소,CVNTL_24_41310_00310,,경기도 구리시 원수택로12번길 16,경기도 구리시 수택동 445-28,10,"",거치형,N,N,"",N,"031-550-2876",구리시청,2022-07-11,,37.5931660000,127.1400800000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,농협(구.축협)앞,CVNTL_24_41310_00314,,경기도 구리시 검배로 83,경기도 구리시 수택동 576-3,10,"",거치형,N,N,"",N,"031-550-2279",구리시청,2022-07-11,,37.5954670000,127.1476600000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,세진빌딩(구.대벌뷰페)앞,CVNTL_24_41310_00315,,경기도 구리시 검배로 65,경기도 구리시 수택동 504-4,7,"",거치형,N,N,"",N,"031-550-2279",구리시청,2022-07-11,,37.5966260000,127.1460700000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,토평검배주공옆 드림교회앞,CVNTL_24_41310_00316,,경기도 구리시 벌말로 226-4,경기도 구리시 수택동 880,5,"",거치형,N,N,"",N,"031-550-2279",구리시청,2022-07-11,,37.5953560000,127.1534400000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,IBK기업은행앞,CVNTL_24_41310_00319,,경기도 구리시 검배로 36,경기도 구리시 수택동 424-28,7,"",거치형,N,N,"",N,"031-550-2279",구리시청,2022-07-11,,37.5980000000,127.1430700000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,수택3동 행정복지센터,CVNTL_24_41310_00323,,경기도 구리시 체육관로 74,경기도 구리시 수택동 848,7,"2017",거치형,N,Y,"",N,"031-550-2876",구리시청,2022-07-11,,37.5914600000,127.1386600000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,구리백병원앞,CVNTL_24_41310_00330,,경기도 구리시 검배로 42,경기도 구리시 수택동 486-4,28,"",거치형,N,N,"",N,"031-550-2279",구리시청,2022-07-11,,37.5975460000,127.1435900000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,파리바게트-맥도날드 보도,CVNTL_24_41310_00331,,경기도 구리시 장자대로 80,경기도 구리시 수택동 874-3,21,"2015",거치형,N,N,"",N,"031-550-2279",구리시청,2022-07-11,,37.5872880000,127.1394040000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,수택1동사무소,CVNTL_24_41310_00333,,경기도 구리시 검배로83번길 35,경기도 구리시 수택동 494-14,14,"",거치형,N,N,"",N,"031-550-2606",구리시청,2022-07-11,,37.5969200000,127.1480800000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,검배사거리(돌다리방향)정류장,CVNTL_24_41310_00320,,경기도 구리시 검배로 105,경기도 구리시 수택동 284,10,"",거치형,N,N,"",N,"031-550-2279",구리시청,2022-07-11,,37.5947340000,127.1498500000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,토평지구대,CVNTL_24_41310_00321,,경기도 구리시 체육관로74번길 55,경기도 구리시 수택동 851-3,7,"",거치형,Y,N,"",N,"031-560-9322",구리경찰서,2022-07-11,,37.5913540000,127.1411740000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,장자호수공원 광장 입구,CVNTL_24_41310_00322,,경기도 구리시 장자호수길 105,경기도 구리시 수택동 878,7,"",거치형,N,N,기계식,N,"031-550-2876",구리시청,2022-07-11,,37.5852050000,127.1418840000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,자전거보관소,LIG빌딩 앞,CVNTL_24_41310_00325,,경기도 구리시 경춘로 260,경기도 구리시 수택동 531-1,30,"2014",거치형,N,N,"",N,"031-550-2279",구리시청,2022-07-11,,37.6019360000,127.1440600000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,도심공원,CVNTL_24_41250_00606,,경기도 동두천시 중앙로 268,경기도 동두천시 생연동 594-1,1,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9054450000,127.0546800000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,동두천중앙역,CVNTL_24_41250_00609,,경기도 동두천시 동두천로 228,경기도 동두천시 생연동 682,18,"",거치형,Y,Y,수동식,N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9017830000,127.0562200000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,동두천초등학교,CVNTL_24_41250_00610,,경기도 동두천시 평화로2460번길 4,경기도 동두천시 생연동 469-2,4,"","",N,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9081700000,127.0597300000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,보건소,CVNTL_24_41250_00611,,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-9,3,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.8965380000,127.0518500000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,불현동행정복지센터,CVNTL_24_41250_00613,,경기도 동두천시 행선로 123,경기도 동두천시 생연동 348,7,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.8985060000,127.0624300000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,생연1동행정복지센터,CVNTL_24_41250_00614,,경기도 동두천시 송터로30번길 68,경기도 동두천시 생연동 469-1,2,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9082070000,127.0608200000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,풋살경기장 앞,CVNTL_24_41250_00615,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,1,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.8993840000,127.0696900000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,어울림공원,CVNTL_24_41250_00602,,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-9,2,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.8965380000,127.0518500000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,인라인스케이트장 앞,CVNTL_24_41250_00603,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,1,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.8993840000,127.0696900000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,중앙시장,CVNTL_24_41250_00604,,경기도 동두천시 생연로 162,경기도 동두천시 생연동 588-3,1,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9067000000,127.0528260000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,국민건강보험공단,CVNTL_24_41250_00605,,경기도 동두천시 중앙로 206,경기도 동두천시 생연동 695-22,1,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.8998900000,127.0530550000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,동두천농협 앞,CVNTL_24_41250_00607,,경기도 동두천시 중앙로 207,경기도 동두천시 생연동 698-11,1,"","",N,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.8995800000,127.0522100000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,동두천중고등학교,CVNTL_24_41250_00608,,경기도 동두천시 평화로2434번길 8,경기도 동두천시 생연동 451,9,"","",N,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9059900000,127.0598700000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,시청,CVNTL_24_41250_00601,,경기도 동두천시 방죽로 23,경기도 동두천시 생연동 438,4,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9034230000,127.0607760000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,자전거보관소,보영여자중고등학교,CVNTL_24_41250_00612,,경기도 동두천시 동광로 124,경기도 동두천시 생연동 522-1,4,"","",N,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9108920000,127.0609000000
경기도,동두천시,상봉암동,"41250109",생활편의형SOC,CVNTL,자전거보관소,자유수호평화박물관주차장,CVNTL_24_41250_00616,,경기도 동두천시 평화로2910번길 96-63,경기도 동두천시 상봉암동 162-10,1,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9425050000,127.0660600000
경기도,동두천시,상봉암동,"41250109",생활편의형SOC,CVNTL,자전거보관소,소요산관광지주차장,CVNTL_24_41250_00617,,경기도 동두천시 평화로2910번길 145,경기도 동두천시 상봉암동 산 1-1,1,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9465200000,127.0693400000
경기도,동두천시,상봉암동,"41250109",생활편의형SOC,CVNTL,자전거보관소,소요산역,CVNTL_24_41250_00618,,경기도 동두천시 평화로 2925,경기도 동두천시 상봉암동 126-3,4,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9479260000,127.0612100000
경기도,동두천시,상봉암동,"41250109",생활편의형SOC,CVNTL,자전거보관소,환경사업소,CVNTL_24_41250_00619,,경기도 동두천시 봉동로 27,경기도 동두천시 상봉암동 173,2,"","",Y,N,"",N,"031-860-2419",동두천시청 도로과,2022-07-11,,37.9441500000,127.0544300000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,노동복지회관,CVNTL_24_41190_00998,,경기도 부천시 상오정로 10,경기도 부천시 오정동 611,7,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5240100000,126.7850200000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,덕산중학교 후문 입구,CVNTL_24_41190_00999,,경기도 부천시 성오로 203,경기도 부천시 오정동 117-2,40,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5284420000,126.7938160000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,"오정동 행정복지센터, 오정어울마당",CVNTL_24_41190_01000,,경기도 부천시 성오로 172,경기도 부천시 오정동 129,40,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5280340000,126.7962900000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,덕산중학교 앞,CVNTL_24_41190_01001,,경기도 부천시 성오로 203,경기도 부천시 오정동 117-2,40,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5284420000,126.7938160000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,오정농업협동조합,CVNTL_24_41190_01002,,경기도 부천시 오정로 240,경기도 부천시 오정동 555-2,17,"",거치형,Y,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5290100000,126.7858660000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,덕산중학교,CVNTL_24_41190_01003,,경기도 부천시 성오로 203,경기도 부천시 오정동 117-2,20,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5284420000,126.7938160000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,덕산중학교,CVNTL_24_41190_01004,,경기도 부천시 성오로 203,경기도 부천시 오정동 117-2,30,"",거치형,Y,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5284420000,126.7938160000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,덕산중학교,CVNTL_24_41190_01005,,경기도 부천시 성오로 203,경기도 부천시 오정동 117-2,10,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5284420000,126.7938160000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,부천실업고,CVNTL_24_41190_01006,,경기도 부천시 오정로211번길 35-29,경기도 부천시 오정동 778,11,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5280200000,126.7815300000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,오정종합사회복지관,CVNTL_24_41190_01007,,경기도 부천시 오정로252번길 88,경기도 부천시 오정동 114-4,20,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5288430000,126.7907640000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,신오빌딩,CVNTL_24_41190_01008,,경기도 부천시 오정로 250,경기도 부천시 오정동 543,13,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5295560000,126.7865300000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,덕산중학교,CVNTL_24_41190_01009,,경기도 부천시 성오로 203,경기도 부천시 오정동 117-2,90,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5284420000,126.7938160000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,원종동 주민지원센터,CVNTL_24_41190_01010,,경기도 부천시 성오로 129,경기도 부천시 오정동 139-7,11,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5251800000,126.7991400000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,원종2동주민자치센터,CVNTL_24_41190_01011,,경기도 부천시 성오로 129,경기도 부천시 오정동 139-7,9,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5251800000,126.7991400000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,자전거보관소,덕산초교 옆,CVNTL_24_41190_01012,,경기도 부천시 오정로252번길 91,경기도 부천시 오정동 113-2,40,"",거치형,N,N,"",N,"032-625-7312",오정동행정복지센터,2022-07-11,,37.5300700000,126.7909240000
경기도,과천시,문원동,"41290102",생활편의형SOC,CVNTL,자전거보관소,문천사건너편,CVNTL_24_41290_00217,,"",경기도 과천시 문원동 106-2,30,"2008",거치형,Y,Y,수동식,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4255000000,127.0067440000
경기도,과천시,문원동,"41290102",생활편의형SOC,CVNTL,자전거보관소,문원체육공원 내,CVNTL_24_41290_00215,,경기도 과천시 문원로 56,경기도 과천시 문원동 20,21,"2008",휀스형,N,Y,수동식,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4278340000,127.0036100000
경기도,과천시,문원동,"41290102",생활편의형SOC,CVNTL,자전거보관소,청소년수련관,CVNTL_24_41290_00216,,경기도 과천시 참마을로 9,경기도 과천시 문원동 199,28,"2009",거치형,Y,Y,수동식,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4267270000,127.0008300000
경기도,과천시,문원동,"41290102",생활편의형SOC,CVNTL,자전거보관소,문원1단지 버스정류장,CVNTL_24_41290_00213,,경기도 과천시 공원마을1길 29,경기도 과천시 문원동 15-93,40,"2008",거치형,N,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4291950000,127.0028800000
경기도,과천시,문원동,"41290102",생활편의형SOC,CVNTL,자전거보관소,문원동주민센터 앞,CVNTL_24_41290_00212,,경기도 과천시 아랫배랭이로 35,경기도 과천시 문원동 187-1,10,"2008",거치형,N,N,기타,N,"02-3677-2288",과천시청(교통과),2022-07-11,,37.4263950000,127.0018600000
경기도,평택시,통복동,"41220114",생활편의형SOC,CVNTL,자전거보관소,안성천 쉼터,CVNTL_24_41220_03744,,"",경기도 평택시 통복동 444-29,1,"2016",거치형,Y,N,"",N,"031-8024-4742",경기도 평택시청,2022-07-11,,36.9869500000,127.0696700000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,중산동 안곡고 정류장,CVNTL_24_41285_00124,,경기도 고양시 일산동구 하늘마을로 75,경기도 고양시 일산동구 중산동 1718,5,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6821800000,126.7872400000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,중산공원,CVNTL_24_41285_00125,,경기도 고양시 일산동구 중산로 217,경기도 고양시 일산동구 중산동 1565,42,"",거치형,"",Y,기계식,N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6915970000,126.7795100000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,중산동1813 일산조은프라자 앞,CVNTL_24_41285_00126,,경기도 고양시 일산동구 하늘마을1로 14,경기도 고양시 일산동구 중산동 1813,10,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6750220000,126.7870560000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,안곡중학교,CVNTL_24_41285_00129,,경기도 고양시 일산동구 하늘마을로 93,경기도 고양시 일산동구 중산동 1709,70,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6805400000,126.7863100000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,중산동주민센터,CVNTL_24_41285_00130,,경기도 고양시 일산동구 중산로 224,경기도 고양시 일산동구 중산동 1573-4,10,"",거치형,Y,Y,수동식,N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6917570000,126.7804100000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,중산동 1554-1 정류장(고봉초교앞),CVNTL_24_41285_00131,,경기도 고양시 일산동구 중산로 280,경기도 고양시 일산동구 중산동 1554-1,15,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6961330000,126.7826200000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,하늘마을2단지 정류장,CVNTL_24_41285_00132,,경기도 고양시 일산동구 하늘마을로 92,경기도 고양시 일산동구 중산동 1700,10,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6812800000,126.7853550000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,고봉초등학교,CVNTL_24_41285_00127,,경기도 고양시 일산동구 중산로 280,경기도 고양시 일산동구 중산동 1554-1,10,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6961330000,126.7826200000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,자전거보관소,안곡고등학교,CVNTL_24_41285_00128,,경기도 고양시 일산동구 하늘마을로 75,경기도 고양시 일산동구 중산동 1718,70,"",거치형,"",N,"",N,"031-8075-6315",경기도 고양시 일산동구청,2022-07-11,,37.6821800000,126.7872400000
경기도,안양시 동안구,관양동,"41173102",생활편의형SOC,CVNTL,자전거보관소,인덕원역 7번출구 인덕원성당옆,CVNTL_24_41173_02843,,경기도 안양시 동안구 관악대로 466,경기도 안양시 동안구 관양동 1480-2,16,"","","",N,"",N,"031-8045-4484",안양시 동안구청,2022-07-11,,37.4034540000,126.9736100000
