시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,주차장관리번호,주차장구분,주차장유형,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,데이터갱신일자,업태구분명,위도,경도
경기도,부천시,고강동,"41190121",생활편의형SOC,CVNTL,주차장,고강1동 공한지,CVNTL_23_41190_00248,,경기도 부천시 역곡로 463,경기도 부천시 고강동 477,"000-2-000112",공영,노외,22,기타,미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,0,0,0,0,0,0,30000,계좌이체,연중무휴+ 계약자 전용,경기도 부천도시공사,"032-340-0923",2022-07-11,,37.5260240000,126.8157400000
경기도,부천시,고강동,"41190121",생활편의형SOC,CVNTL,주차장,고강본동(고강초교 내),CVNTL_23_41190_00249,,경기도 부천시 역곡로482번길 57,경기도 부천시 고강동 384,"000-2-000085",공영,노외,32,기타,미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,0,0,0,0,0,0,15000,계좌이체,"연중무휴, 계약자 전용",경기도 부천도시공사,"032-340-0923",2022-07-11,,37.5270700000,126.8200400000
경기도,여주시,하동,"41670107",생활편의형SOC,CVNTL,주차장,놀이터옆 주차장,CVNTL_23_41670_00649,,경기도 여주시 소양로27번길 5,경기도 여주시 하동 413-10,"237-2-000012",공영,노외,18,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,0,,,,,,,"","",경기도 여주시청,"031-887-2234",2022-07-11,,37.2964600000,127.6294900000
경기도,여주시,세종대왕면,"41670345",생활편의형SOC,CVNTL,주차장,능서면사무소앞,CVNTL_23_41670_00650,,경기도 여주시 세종대왕면 번도1길 2-9,경기도 여주시 세종대왕면 번도리 502-3,"237-2-000007",공영,노외,14,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,0,,,,,,,"","",경기도 여주시청,"031-887-2234",2022-07-11,,37.3001700000,127.5733600000
경기도,여주시,세종대왕면,"41670345",생활편의형SOC,CVNTL,주차장,세종대왕릉역공영주차장,CVNTL_23_41670_00651,,경기도 여주시 세종대왕면 새미실1길 28,경기도 여주시 세종대왕면 신지리 674-1,"237-2-000014",공영,노외,69,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,0,,,,,,,"","",경기도 여주시청,"031-887-2234",2022-07-11,,37.2909900000,127.5736160000
경기도,수원시 장안구,정자동,"41111130",생활편의형SOC,CVNTL,주차장,백설공영,CVNTL_23_41111_00449,,경기도 수원시 장안구 정자천로133번길 26,경기도 수원시 장안구 정자동 879-1,"200-2-000003",공영,노외,57,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",유료,30,600,10,300,24,7000,60000,"현금, 신용카드","",수원도시공사,"031-268-0687",2022-07-11,,37.2943080000,126.9911350000
경기도,수원시 장안구,송죽동,"41111135",생활편의형SOC,CVNTL,주차장,만석공원 제1,CVNTL_23_41111_00451,,경기도 수원시 장안구 송정로 9,경기도 수원시 장안구 송죽동 417-23,"200-2-000003",공영,노외,77,기타,미시행,평일+토요일,"12:00","20:00","12:00","20:00","0:00","0:00",유료,180,1000,180,1000,24,5000,30000,"현금, 신용카드",일요일+월요일+공휴일 휴무,수원도시공사,"031-243-8366",2022-07-11,,37.2975040000,126.9993800000
경기도,수원시 장안구,송죽동,"41111135",생활편의형SOC,CVNTL,주차장,만석공원 제2,CVNTL_23_41111_00452,,경기도 수원시 장안구 정조로 1094-3,경기도 수원시 장안구 송죽동 455-15,"200-2-000004",공영,노외,60,기타,미시행,평일+토요일,"12:00","20:00","12:00","20:00","0:00","0:00",유료,180,1000,180,1000,24,5000,30000,"현금, 신용카드",일요일+월요일+공휴일 휴무,수원도시공사,"031-243-8366",2022-07-11,,37.3028000000,127.0024700000
경기도,수원시 장안구,송죽동,"41111135",생활편의형SOC,CVNTL,주차장,만석공원 제5,CVNTL_23_41111_00450,,경기도 수원시 장안구 송정로 9,경기도 수원시 장안구 송죽동 417-23,"200-2-000002",공영,노외,103,기타,미시행,평일+토요일,"12:00","20:00","12:00","20:00","0:00","0:00",유료,180,1000,180,1000,24,5000,30000,"현금, 신용카드",일요일+월요일+공휴일 휴무,수원도시공사,"031-243-8366",2022-07-11,,37.2975040000,126.9993800000
경기도,수원시 장안구,송죽동,"41111135",생활편의형SOC,CVNTL,주차장,만석공원 제4,CVNTL_23_41111_00454,,경기도 수원시 장안구 정조로1053번길 36,경기도 수원시 장안구 송죽동 346-6,"200-2-000006",공영,노외,43,기타,미시행,평일+토요일,"12:00","20:00","12:00","20:00","0:00","0:00",유료,180,1000,180,1000,24,5000,30000,"현금, 신용카드",일요일+월요일+공휴일 휴무,수원도시공사,"031-243-8366",2022-07-11,,37.2992480000,127.0035000000
경기도,수원시 장안구,송죽동,"41111135",생활편의형SOC,CVNTL,주차장,만석공원 제3,CVNTL_23_41111_00453,,경기도 수원시 장안구 송정로 9,경기도 수원시 장안구 송죽동 417-23,"200-2-000005",공영,노외,50,기타,미시행,평일+토요일,"12:00","20:00","12:00","20:00","0:00","0:00",유료,180,1000,180,1000,24,5000,30000,"현금, 신용카드",일요일+월요일+공휴일 휴무,수원도시공사,"031-243-8366",2022-07-11,,37.2975040000,126.9993800000
경기도,부천시,원종동,"41190120",생활편의형SOC,CVNTL,주차장,원종,CVNTL_23_41190_00253,,경기도 부천시 소사로 774,경기도 부천시 원종동 277-16,"000-2-000056",공영,노외,67,"1",미시행,평일+토요일+공휴일,"10:00","18:00","10:00","18:00","0:00","23:59",유료,30,900,10,400,310,9500,100000,신용카드,일+ 공휴일 개방,경기도 부천도시공사,"032-340-0923",2022-07-11,,37.5250740000,126.8052140000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동 노외주차장(141호),CVNTL_23_41273_00486,,경기도 안산시 단원구 석수동길 34,경기도 안산시 단원구 선부동 1056-24,"217-2-000025",공영,노외,61,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3448200000,126.8077200000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동 주택가주차장,CVNTL_23_41273_00488,,경기도 안산시 단원구 북촌4길 17-1,경기도 안산시 단원구 선부동 1038-4,"217-2-000027",공영,노외,7,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3435200000,126.8060700000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동 노외주차장(주택),CVNTL_23_41273_00489,,경기도 안산시 단원구 북촌6길 20-1,경기도 안산시 단원구 선부동 1041-12,"217-2-000028",공영,노외,10,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3438070000,126.8069600000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동 주택가주차장,CVNTL_23_41273_00495,,경기도 안산시 단원구 선삼로 62,경기도 안산시 단원구 선부동 1122-17,"217-2-000041",공영,노외,7,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3462700000,126.8118100000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동 주택가주차장,CVNTL_23_41273_00498,,경기도 안산시 단원구 지곡로4길 39-1,경기도 안산시 단원구 선부동 969-16,"217-2-000052",공영,노외,7,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3370320000,126.8041400000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,주택가 주차장,CVNTL_23_41273_00493,,경기도 안산시 단원구 선삼로6길 79-1,경기도 안산시 단원구 선부동 1114-8,"217-2-000038",공영,노외,10,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-2974",2022-07-11,,37.3474270000,126.8148000000
경기도,여주시,북내면,"41670360",생활편의형SOC,CVNTL,주차장,북내공영주차장,CVNTL_23_41670_00672,,경기도 여주시 북내면 당전로 5,경기도 여주시 북내면 당우리 192-4,"237-2-000008",공영,노외,43,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,0,,,,,,,"","",경기도 여주시청,"031-887-2234",2022-07-11,,37.3275900000,127.6816250000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동주택가주차장,CVNTL_23_41273_00496,,경기도 안산시 단원구 선삼로6길 23,경기도 안산시 단원구 선부동 1124-6,"217-2-000042",공영,노외,8,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3468930000,126.8117000000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동 141호 노외주차장,CVNTL_23_41273_00497,,경기도 안산시 단원구 석수동길 32-1,경기도 안산시 단원구 선부동 1056-26,"217-2-000046",공영,노외,61,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3447000000,126.8078600000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동주택가주차장,CVNTL_23_41273_00499,,경기도 안산시 단원구 지곡로2길 27-5,경기도 안산시 단원구 선부동 971-9,"217-2-000053",공영,노외,7,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3361660000,126.8041800000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,선부동 주택가주차장,CVNTL_23_41273_00494,,경기도 안산시 단원구 선삼로6길 76-1,경기도 안산시 단원구 선부동 1115-17,"217-2-000039",공영,노외,9,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-2974",2022-07-11,,37.3470800000,126.8150600000
경기도,안산시 단원구,원곡동,"41273108",생활편의형SOC,CVNTL,주차장,외국인주민센터앞,CVNTL_23_41273_00501,,경기도 안산시 단원구 부부로 43,경기도 안산시 단원구 원곡동 991-1,"217-2-000078",공영,노외,88,"3",미시행,평일+토요일,"9:00","21:00","9:00","14:00","0:00","0:00",유료,30,300,10,200,4,4500,40000,신용카드,경차+장애인+국가 유공자+다자녀 등 할인,경기도 안산시청 교통정책과,"031-481-2974",2022-07-11,,37.3324660000,126.7903500000
경기도,안산시 단원구,원곡동,"41273108",생활편의형SOC,CVNTL,주차장,안산역 환승,CVNTL_23_41273_00500,,경기도 안산시 단원구 중앙대로 462,경기도 안산시 단원구 원곡동 325-12,"217-2-000075",공영,노외,185,"2",미시행,평일+토요일,"6:00","22:00","6:00","22:00","0:00","0:00",유료,30,400,10,200,4,4500,50000,신용카드,경차+장애인+국가 유공자+다자녀 등 할인,경기도 안산시청 교통정책과,"031-481-2974",2022-07-11,,37.3274000000,126.7890700000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,주차장,코오롱앞,CVNTL_23_41290_00064,,경기도 과천시 코오롱로 13,경기도 과천시 별양동 1-22,"220-2-000014",공영,노외,23,"2",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,10,0,10,400,10,17000,130000,현금+신용카드,"",과천도시공사,"02-500-1145",2022-07-11,,37.4257740000,126.9913700000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,주차장,중신교회앞,CVNTL_23_41290_00065,,경기도 과천시 별양상가1로 29,경기도 과천시 별양동 1-9,"220-2-000015",공영,노외,22,"2",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,10,0,10,401,10,17000,130000,현금+신용카드,"",과천도시공사,"02-500-1145",2022-07-11,,37.4286160000,126.9927900000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,주차장,삼성SDS앞,CVNTL_23_41290_00066,,경기도 과천시 별양상가3로 8,경기도 과천시 별양동 1-21,"220-2-000017",공영,노외,32,"2",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,10,0,10,402,10,17000,130000,현금+신용카드,"",과천도시공사,"02-500-1145",2022-07-11,,37.4260940000,126.9906800000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,주차장,국민은행앞,CVNTL_23_41290_00067,,경기도 과천시 별양상가3로 5,경기도 과천시 별양동 1-20,"220-2-000018",공영,노외,48,"2",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,10,0,10,403,10,17000,130000,현금+신용카드,"",과천도시공사,"02-500-1145",2022-07-11,,37.4266550000,126.9911600000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,주차장,주차빌딩,CVNTL_23_41290_00061,,경기도 과천시 별양상가1로 39,경기도 과천시 별양동 1-34,"220-2-000016",공영,노외,81,"2",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,10,0,10,400,10,17000,130000,현금+신용카드,"",과천도시공사,"02-500-1145",2022-07-11,,37.4282900000,126.9940640000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,주차장,공영노외주차장,CVNTL_23_41290_00062,,경기도 과천시 향촌1길 24,경기도 과천시 별양동 22-3,"220-2-000081",공영,노외,10,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,10,0,,,,,,"","",경기도 과천시청,"02-3677-2897",2022-07-11,,37.4260830000,126.9959900000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,주차장,렉스타운 앞,CVNTL_23_41290_00068,,경기도 과천시 별양상가1로 25,경기도 과천시 별양동 1-10,"220-2-000020",공영,노외,17,"2",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,10,0,10,300,10,17000,130000,현금+신용카드,"",과천도시공사,"02-500-1145",2022-07-11,,37.4282720000,126.9925460000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,주차장,양지편길,CVNTL_23_41271_00532,,경기도 안산시 상록구 광덕1로 341,경기도 안산시 상록구 이동 712-2,"216-1-000006",공영,노상,79,"1",미시행,평일,"12:00","21:00","0:00","0:00","0:00","0:00",유료,30,600,10,300,5,9000,80000,신용카드,경차+장애인+국가 유공자+다자녀 등 할인,경기도 안산시청 교통정책과,"031-481-2974",2022-07-11,,37.3070560000,126.8479800000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,주차장,중보길,CVNTL_23_41271_00533,,경기도 안산시 상록구 광덕1로 366,경기도 안산시 상록구 이동 717,"216-1-000007",공영,노상,78,"1",미시행,평일,"12:00","21:00","0:00","0:00","0:00","0:00",유료,30,600,10,300,5,9000,80000,신용카드,경차+장애인+국가 유공자+다자녀 등 할인,경기도 안산시청 교통정책과,"031-481-2974",2022-07-11,,37.3073600000,126.8505550000
경기도,안산시 상록구,이동,"41271102",생활편의형SOC,CVNTL,주차장,이동 주택가주차장,CVNTL_23_41271_00535,,경기도 안산시 상록구 석삼말로5길 19-10,경기도 안산시 상록구 이동 549-12,"216-2-000048",공영,노외,10,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 상록구청 경제교통과,"031-481-2974",2022-07-11,,37.3093760000,126.8641800000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,주차장,제1공영노상주차장,CVNTL_23_41310_00083,,경기도 구리시 검배로 6-1,경기도 구리시 수택동 490-1,"221-1-000001",공영,노상,64,"1",미시행,평일+토요일,"9:00","19:00","9:00","17:00","0:00","0:00",유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,"031-550-3766",2022-07-11,,37.6003950000,127.1415200000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,주차장,제9공영노외주차장,CVNTL_23_41310_00087,,경기도 구리시 원수택로 43,경기도 구리시 수택동 436,"221-2-000009",공영,노외,69,"3",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,30,400,10,100,24,5000,40000,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,"031-550-3766",2022-07-11,,37.5958820000,127.1407800000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,동두천농협,CVNTL_23_41250_00219,,경기도 동두천시 중앙로 207,경기도 동두천시 생연동 698-11,"215-5-000006",민영,부설,81,"1",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.8995800000,127.0522100000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,동두천주차장,CVNTL_23_41250_00220,,경기도 동두천시 평화로 2371,경기도 동두천시 생연동 732-4,"215-5-000007",민영,부설,35,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.8994030000,127.0574950000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,동원주차장,CVNTL_23_41250_00221,,경기도 동두천시 동두천로 269,경기도 동두천시 생연동 651-12,"215-5-000009",민영,부설,33,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.9054450000,127.0555900000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,생골주차장,CVNTL_23_41250_00222,,경기도 동두천시 못골로 34-18,경기도 동두천시 생연동 262,"215-5-000011",민영,부설,7,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.9014400000,127.0676200000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,중앙경로당  앞주차장,CVNTL_23_41250_00225,,경기도 동두천시 중앙로362번길 30-6,경기도 동두천시 생연동 561-30,"215-1-000019",공영,노상,36,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9118500000,127.0568300000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,중앙동우체국 앞주차장,CVNTL_23_41250_00226,,경기도 동두천시 중앙로273번길 23,경기도 동두천시 생연동 590-11,"215-1-000020",공영,노상,11,"1",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9060060000,127.0526300000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,중앙로주차장,CVNTL_23_41250_00227,,경기도 동두천시 중앙로 230-1,경기도 동두천시 생연동 688-10,"215-1-000021",공영,노상,71,"1",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9020270000,127.0533100000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,화성빌라 앞주차장,CVNTL_23_41250_00228,,경기도 동두천시 강변로300번길 60,경기도 동두천시 생연동 790-5,"215-1-000024",공영,노상,15,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.8995800000,127.0467150000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,중앙시장주차장,CVNTL_23_41250_00214,,경기도 동두천시 생연로 162,경기도 동두천시 생연동 588-3,"215-3-000006",공영,부설,70,"1",미시행,평일+토요일,"9:00","20:00","9:00","20:00","9:00","0:00",유료,30,500,15,200,,4000,40000,현금+신용카드,"경차,장애인차량할인, 2시간이내 무료주차",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9067000000,127.0528260000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,재광타운 앞주차장,CVNTL_23_41250_00210,,경기도 동두천시 못골로49번길 40,경기도 동두천시 생연동 244,"215-1-000017",공영,노상,12,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9020730000,127.0658400000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,덕둔주차장,CVNTL_23_41250_00218,,경기도 동두천시 정장로 38,경기도 동두천시 생연동 648-1,"215-5-000004",민영,부설,16,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.9039880000,127.0548000000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,제일감리교회 앞주차장,CVNTL_23_41250_00211,,경기도 동두천시 동두천로 294,경기도 동두천시 생연동 616-79,"215-1-000018",공영,노상,37,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9076650000,127.0561750000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,중앙동행정복지센터주차장,CVNTL_23_41250_00213,,경기도 동두천시 생연로 172,경기도 동두천시 생연동 587-16,"215-3-000005",공영,부설,29,"1",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9077700000,127.0531850000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,"88화물노외주차장",CVNTL_23_41250_00216,,경기도 동두천시 평화로 2509,경기도 동두천시 생연동 548-1,"215-5-000001",민영,부설,40,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.9118580000,127.0575560000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,국민은행 유료주차장,CVNTL_23_41250_00217,,경기도 동두천시 생연로 142,경기도 동두천시 생연동 823-19,"215-5-000003",민영,부설,15,"1",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.9050830000,127.0519560000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,동광극장 앞주차장,CVNTL_23_41250_00199,,경기도 동두천시 동광로 33,경기도 동두천시 생연동 828-2,"215-1-000003",공영,노상,15,"1",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9088300000,127.0520100000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,주차장,오정도제2호,CVNTL_23_41190_00254,,경기도 부천시 부천로 453,경기도 부천시 오정동 609-2,"000-2-000051",공영,노외,144,"3",미시행,평일+토요일+공휴일,"7:00","19:00","0:00","23:59","0:00","23:59",유료,0,0,0,0,0,0,50000,신용카드,월정기 전용,경기도 부천도시공사,"032-340-0925",2022-07-11,,37.5242840000,126.7835160000
경기도,부천시,오정동,"41190117",생활편의형SOC,CVNTL,주차장,오정동행정복지센터,CVNTL_23_41190_00269,,경기도 부천시 성오로 172,경기도 부천시 오정동 129,"000-3-000071",공영,부설,218,기타,미시행,평일,"8:00","20:00","0:00","0:00","0:00","0:00",유료,30,400,10,200,310,6000,,신용카드,"토, 일, 공휴일 개방",경기도 부천도시공사,"032-340-0923",2022-07-11,,37.5280340000,126.7962900000
경기도,과천시,문원동,"41290102",생활편의형SOC,CVNTL,주차장,공영주차장,CVNTL_23_41290_00070,,경기도 과천시 문원로 110,경기도 과천시 문원동 142,"220-2-000085",공영,노외,30,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,10,0,,,,,,"","",경기도 과천시청,"02-3677-2897",2022-07-11,,37.4244880000,127.0077800000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,주차장,중산체육공원지하공영,CVNTL_23_41285_00042,,경기도 고양시 일산동구 중산로 217,경기도 고양시 일산동구 중산동 1565,"241-3-000006",공영,부설,103,"3",미시행,평일,"9:00","21:00","0:00","0:00","0:00","0:00",혼합,30,300,5,50,12,,60000,신용카드,경차·저공해차량 차량 50퍼센트 할인,경기도 고양도시관리공사,"031-929-4849",2022-07-11,,37.6915970000,126.7795100000
경기도,안양시 동안구,관양동,"41173102",생활편의형SOC,CVNTL,주차장,인덕원환승,CVNTL_23_41173_00562,,경기도 안양시 동안구 안양판교로 23,경기도 안양시 동안구 관양동 157,"209-2-000004",공영,노외,182,"2",미시행,평일+토요일+공휴일,"10:00","22:00","10:00","22:00","10:00","22:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4006960000,126.9784900000
경기도,안양시 동안구,관양동,"41173102",생활편의형SOC,CVNTL,주차장,관악노상1,CVNTL_23_41173_00566,,경기도 안양시 동안구 관악대로 370,경기도 안양시 동안구 관양동 1458-4,"209-1-000003",공영,노상,85,"1",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,30,600,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4039570000,126.9640350000
